tissue,ethnicity_raw,sex_raw,ethnicity,sex
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,unknown,Unknown,Unknown
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,unknown,Unknown,Unknown
Immune,,female,Unknown,female
Immune,,unknown,Unknown,Unknown
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,male,Unknown,male
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,unknown,Unknown,Unknown
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Immune,,male,Unknown,male
Immune,,female,Unknown,female
Immune,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,American,female,Latino,female
Kidney,American,male,Latino,male
Kidney,African,male,African,male
Kidney,American,male,Latino,male
Kidney,African,female,African,female
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,American,male,Latino,male
Kidney,African,female,African,female
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,African,male,African,male
Kidney,African,female,African,female
Kidney,,female,Unknown,female
Kidney,African,female,African,female
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,American,female,Latino,female
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,American,female,Latino,female
Kidney,American,male,Latino,male
Kidney,American,male,Latino,male
Kidney,American,male,Latino,male
Kidney,African,female,African,female
Kidney,American,male,Latino,male
Kidney,,female,Unknown,female
Kidney,American,male,Latino,male
Kidney,,male,Unknown,male
Kidney,African,female,African,female
Kidney,,male,Unknown,male
Kidney,European,male,European,male
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,Homo sapiens,yes,Unknown,Unknown
Kidney,Homo sapiens,yes,Unknown,Unknown
Kidney,Homo sapiens,yes,Unknown,Unknown
Kidney,Homo sapiens,yes,Unknown,Unknown
Kidney,Homo sapiens,yes,Unknown,Unknown
Kidney,Homo sapiens,yes,Unknown,Unknown
Kidney,Homo sapiens,yes,Unknown,Unknown
Kidney,Homo sapiens,yes,Unknown,Unknown
Kidney,Homo sapiens,yes,Unknown,Unknown
Kidney,Homo sapiens,yes,Unknown,Unknown
Kidney,Homo sapiens,yes,Unknown,Unknown
Kidney,Homo sapiens,yes,Unknown,Unknown
Kidney,Homo sapiens,yes,Unknown,Unknown
Kidney,European,female,European,female
Kidney,American,female,Latino,female
Kidney,African,male,African,male
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,Asian,female,Asian,female
Kidney,European,male,European,male
Kidney,African,male,African,male
Kidney,European,male,European,male
Kidney,European,male,European,male
Kidney,Unknown,unknown,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,Asian,male,Asian,male
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,unknown,Unknown,Unknown
Kidney,European,male,European,male
Kidney,American,male,Latino,male
Kidney,European,female,European,female
Kidney,European,male,European,male
Kidney,European,female,European,female
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,,Unknown,Unknown
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,,Unknown,Unknown
Kidney,,female,Unknown,female
Kidney,,,Unknown,Unknown
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,European,male,European,male
Kidney,East asian,male,Asian,male
Kidney,East asian,female,Asian,female
Kidney,East asian,male,Asian,male
Kidney,African,male,African,male
Kidney,African,male,African,male
Kidney,African,female,African,female
Kidney,African,male,African,male
Kidney,European,male,European,male
Kidney,European,male,European,male
Kidney,African,female,African,female
Kidney,European,male,European,male
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,,unknown,Unknown,Unknown
Kidney,European,male,European,male
Kidney,European,male,European,male
Kidney,European,male,European,male
Kidney,European,male,European,male
Kidney,European,female,European,female
Kidney,European,female,European,female
Kidney,European,male,European,male
Kidney,European,female,European,female
Kidney,European,female,European,female
Kidney,European,male,European,male
Kidney,European,male,European,male
Kidney,European,female,European,female
Kidney,European,male,European,male
Kidney,African,male,African,male
Kidney,European,female,European,female
Kidney,European,female,European,female
Kidney,African,male,African,male
Kidney,European,male,European,male
Kidney,European,male,European,male
Kidney,African,female,African,female
Kidney,European,male,European,male
Kidney,European,female,European,female
Kidney,African,male,African,male
Kidney,Other,male,Other,male
Kidney,European,male,European,male
Kidney,African,male,African,male
Kidney,European,female,European,female
Kidney,African,male,African,male
Kidney,European,female,European,female
Kidney,European,female,European,female
Kidney,African,female,African,female
Kidney,African,male,African,male
Kidney,Other,male,Other,male
Kidney,European,male,European,male
Kidney,African,male,African,male
Kidney,European,male,European,male
Kidney,European,male,European,male
Kidney,European,female,European,female
Kidney,European,female,European,female
Kidney,African,male,African,male
Kidney,African,male,African,male
Kidney,European,female,European,female
Kidney,European,male,European,male
Kidney,European,female,European,female
Kidney,European,male,European,male
Kidney,European,female,European,female
Kidney,European,female,European,female
Kidney,European,male,European,male
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,European,female,European,female
Kidney,African,female,African,female
Kidney,European,female,European,female
Kidney,African,female,African,female
Kidney,European,female,European,female
Kidney,European,male,European,male
Kidney,European,female,European,female
Kidney,American,male,Latino,male
Kidney,American,male,Latino,male
Kidney,American,male,Latino,male
Kidney,Asian,male,Asian,male
Kidney,American,male,Latino,male
Kidney,American,male,Latino,male
Kidney,European,male,European,male
Kidney,American,male,Latino,male
Kidney,American,female,Latino,female
Kidney,Asian,female,Asian,female
Kidney,European,female,European,female
Kidney,European,female,European,female
Kidney,African,female,African,female
Kidney,European,female,European,female
Kidney,African,female,African,female
Kidney,African,female,African,female
Kidney,African,female,African,female
Kidney,African,female,African,female
Kidney,African,female,African,female
Kidney,,female,Unknown,female
Kidney,African,female,African,female
Kidney,African,male,African,male
Kidney,European,female,European,female
Kidney,Asian,female,Asian,female
Kidney,European,female,European,female
Kidney,Asian,female,Asian,female
Kidney,African,female,African,female
Kidney,European,female,European,female
Kidney,African,male,African,male
Kidney,European,male,European,male
Kidney,European,female,European,female
Kidney,European,female,European,female
Kidney,European,female,European,female
Kidney,African,male,African,male
Kidney,,female,Unknown,female
Kidney,European,male,European,male
Kidney,African,female,African,female
Kidney,European,male,European,male
Kidney,African,male,African,male
Kidney,European,female,European,female
Kidney,African,female,African,female
Kidney,African,female,African,female
Kidney,European,female,European,female
Kidney,African,female,African,female
Kidney,African,female,African,female
Kidney,European,female,European,female
Kidney,European,female,European,female
Kidney,European,male,European,male
Kidney,European,male,European,male
Kidney,European,female,European,female
Kidney,European,male,European,male
Kidney,American,male,Latino,male
Kidney,European,female,European,female
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Kidney,,male,Unknown,male
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,female,Unknown,female
Kidney,,male,Unknown,male
Liver,,,Unknown,Unknown
Liver,,,Unknown,Unknown
Liver,,,Unknown,Unknown
Liver,,,Unknown,Unknown
Liver,,,Unknown,Unknown
